Date,bitcoin,ethereum,ripple,dash,litecoin,monero,ethereum-classic,nem,augur,^IXIC,^RUT,^DJI,^GSPC,trend_bitcoin
2017-01-01,998.33,8.17,0.006368,11.23,4.51,13.97,1.40,0.003440,4.00,0.0,0.0,0.0,0.0,7.0
2017-01-02,1021.75,8.38,0.006311,11.81,4.65,16.05,1.44,0.003377,4.19,0.0,0.0,0.0,0.0,6.714285714285714
2017-01-03,1043.84,9.73,0.006386,12.78,4.63,16.09,1.49,0.003573,4.27,5429.080078,1365.48999,19881.759766,2257.830078,6.428571428571429
2017-01-04,1154.73,11.25,0.006570,16.52,4.84,18.53,1.76,0.003766,4.94,5477.0,1387.949951,19942.160156,2270.75,6.142857142857143
2017-01-05,1013.38,10.25,0.006201,14.38,4.29,16.19,1.61,0.003638,5.10,5487.939941,1371.939941,19899.289063,2269.0,5.857142857142858
2017-01-06,902.20,10.25,0.006315,12.03,3.86,14.03,1.51,0.003329,5.11,5521.060059,1367.280029,19963.800781,2276.97998,5.571428571428571
2017-01-07,908.59,9.87,0.006366,12.44,3.96,13.06,1.44,0.003508,4.69,5524.646647333334,1364.0166826666666,19938.327473666668,2274.2866206666667,5.285714285714286
2017-01-08,911.20,10.29,0.006233,12.54,3.99,13.47,1.45,0.003421,4.56,5528.233235666667,1360.7533363333334,19912.854166333334,2271.5932613333334,5.0
2017-01-09,902.83,10.33,0.006167,12.09,4.30,13.74,1.41,0.003608,4.22,5531.819824,1357.48999,19887.380859,2268.899902,4.857142857142857
2017-01-10,907.68,10.55,0.006698,12.49,4.59,13.39,1.43,0.003601,4.21,5551.819824,1370.900024,19855.529297,2268.899902,4.714285714285714
2017-01-11,777.76,9.72,0.006411,11.30,3.85,11.64,1.18,0.003297,3.78,5563.649902,1373.300049,19954.279297,2275.320068,4.571428571428571
2017-01-12,804.83,9.86,0.006423,12.22,3.96,11.85,1.22,0.003489,4.10,5547.490234000001,1361.069946,19891.0,2270.439941,4.428571428571429
2017-01-13,823.98,9.77,0.006596,12.59,3.89,11.27,1.21,0.003592,4.32,5574.120117,1372.050049,19885.730469,2274.639893,4.285714285714286
2017-01-14,818.41,9.65,0.006863,12.08,3.90,11.09,1.20,0.003720,4.29,5565.27258275,1367.11752325,19870.9902345,2272.952393,4.142857142857143
2017-01-15,821.80,9.90,0.006726,12.39,3.93,10.76,1.19,0.003667,4.12,5556.4250485,1362.1849975,19856.25,2271.264893,4.0
2017-01-16,831.53,9.64,0.006788,12.94,3.90,10.64,1.18,0.003669,4.00,5547.577514250001,1357.25247175,19841.5097655,2269.577393,4.0
2017-01-17,907.94,10.30,0.006800,14.25,3.94,12.39,1.21,0.003524,4.34,5538.72998,1352.319946,19826.769531,2267.889893,4.0
2017-01-18,886.62,10.23,0.006709,14.06,3.84,12.05,1.20,0.003552,4.40,5555.649902,1358.560059,19804.720703,2271.889893,4.0
2017-01-19,899.07,10.40,0.007034,15.18,3.86,12.15,1.17,0.003585,4.49,5540.080078,1345.73999,19732.400391,2263.689941,4.0
2017-01-20,895.03,10.60,0.006675,15.16,3.89,11.91,1.34,0.003545,4.43,5555.330078,1351.849976,19827.25,2271.310059,4.0
2017-01-21,921.79,10.91,0.006706,14.97,3.90,12.03,1.41,0.003691,4.56,5554.533365666666,1350.513306,19818.116536333335,2269.273356333333,4.0
2017-01-22,924.67,10.70,0.006713,15.11,3.84,12.18,1.38,0.003696,4.66,5553.736653333333,1349.176636,19808.983072666666,2267.236653666667,4.0
2017-01-23,921.01,10.82,0.006697,15.19,3.84,12.25,1.41,0.003689,4.59,5552.939941,1347.839966,19799.849609,2265.199951,4.0
2017-01-24,892.69,10.63,0.006540,14.09,3.79,11.81,1.36,0.003902,4.33,5600.959961,1369.209961,19912.710938,2280.070068,4.0
2017-01-25,901.54,10.57,0.006513,14.51,3.71,11.83,1.29,0.004543,4.33,5656.339844,1382.439941,20068.509766,2298.3701170000004,4.0
2017-01-26,917.59,10.59,0.006690,15.04,3.83,11.98,1.33,0.005204,4.14,5655.180176,1375.599976,20100.910156,2296.679932,4.0
2017-01-27,919.75,10.54,0.006415,15.34,3.86,12.10,1.28,0.004994,4.32,5660.779785,1370.699951,20093.779297,2294.689941,4.0
2017-01-28,921.59,10.56,0.006342,15.27,3.85,12.85,1.30,0.004815,4.26,5645.089843666667,1364.5766193333334,20052.896484333334,2290.0932613333334,4.0
2017-01-29,919.50,10.48,0.006402,15.51,3.85,12.66,1.30,0.005164,4.34,5629.399902333333,1358.4532876666667,20012.013671666668,2285.4965816666668,4.0
2017-01-30,920.38,10.57,0.006381,15.96,4.02,12.71,1.35,0.005252,4.22,5613.709961,1352.329956,19971.130859,2280.899902,4.0
2017-01-31,970.40,10.73,0.006314,16.07,4.08,12.99,1.36,0.005237,4.29,5614.790039,1361.819946,19864.089844,2278.8701170000004,4.0
2017-02-01,989.02,10.73,0.006540,16.03,4.08,13.27,1.36,0.005487,4.21,5642.649902,1361.22998,19890.939453,2279.550049,4.0
2017-02-02,1011.80,10.82,0.006469,16.31,4.09,13.14,1.36,0.006294,4.11,5636.200195,1357.430054,19884.910156,2280.850098,4.0
2017-02-03,1029.91,11.11,0.006474,17.52,4.08,12.86,1.36,0.006938,4.10,5666.77002,1377.839966,20071.460938,2297.419922,4.0
2017-02-04,1042.90,11.43,0.006492,17.62,4.06,12.61,1.39,0.007173,4.22,5665.696615,1374.113322,20065.113932666667,2295.799967666667,4.0
2017-02-05,1027.34,11.35,0.006442,17.06,4.04,12.80,1.39,0.006389,4.15,5664.62321,1370.386678,20058.766927333334,2294.180013333333,4.0
2017-02-06,1038.15,11.39,0.006450,17.12,4.04,12.88,1.47,0.006039,4.24,5663.549805,1366.660034,20052.419922,2292.560059,4.0
2017-02-07,1061.35,11.52,0.006407,17.14,4.04,12.65,1.47,0.006917,4.31,5674.220215,1361.060059,20090.289063,2293.080078,4.0
2017-02-08,1063.07,11.43,0.006438,17.35,4.02,12.80,1.45,0.006661,4.58,5682.450195,1358.73999,20054.339844,2294.669922,4.0
2017-02-09,994.38,11.03,0.006374,16.58,3.80,12.12,1.27,0.006323,4.33,5715.180176,1378.530029,20172.400391,2307.8701170000004,4.0
2017-02-10,988.67,11.28,0.006289,16.67,3.78,11.98,1.26,0.006338,4.20,5734.129883,1388.839966,20269.369141,2316.100098,4.0
2017-02-11,1004.45,11.35,0.006333,17.15,3.79,12.24,1.24,0.006992,4.31,5744.073242333333,1390.019979,20316.966146,2320.1500653333333,4.0
2017-02-12,999.18,11.40,0.006269,16.91,3.76,12.33,1.23,0.006900,4.47,5754.016601666666,1391.199992,20364.563151000002,2324.2000326666666,4.0
2017-02-13,990.64,11.27,0.006251,16.88,3.72,12.20,1.19,0.006635,4.31,5763.959961,1392.380005,20412.160156,2328.25,4.142857142857143
2017-02-14,1004.55,13.03,0.006278,18.15,3.77,12.99,1.25,0.006730,4.76,5782.569824,1396.650024,20504.410156,2337.580078,4.285714285714286
2017-02-15,1007.48,12.92,0.006147,19.63,3.81,13.62,1.26,0.007093,4.85,5819.439941,1404.209961,20611.859375,2349.25,4.428571428571429
2017-02-16,1027.44,12.90,0.006027,19.52,3.79,13.10,1.24,0.007039,4.95,5814.899902,1399.130005,20619.769531,2347.219971,4.571428571428571
2017-02-17,1046.21,12.68,0.005935,20.00,3.83,13.30,1.23,0.007113,4.92,5838.580078,1399.859985,20624.050781,2351.159912,4.714285714285714
2017-02-18,1054.42,12.81,0.005569,21.41,3.79,13.36,1.22,0.006863,5.06,5845.4226072500005,1402.4799802500002,20653.788085750002,2354.7149047499997,4.857142857142857
